index,animated,cases,grammatical,positions,sentence,template
1367,False,ADD,False,213,"Er hofft, dass den Musiker dem Clown einem Witz erzählt.",9
1368,False,NNA,False,132,"Er hofft, dass der Clown ein Witz den Musiker erzählt.",9
1369,False,NND,False,132,"Er hofft, dass der Clown ein Witz dem Musiker erzählt.",9
1370,False,NAN,False,132,"Er hofft, dass der Clown einen Witz der Musiker erzählt.",9
1371,False,NDN,False,132,"Er hofft, dass der Clown einem Witz der Musiker erzählt.",9
1372,False,ANN,False,132,"Er hofft, dass den Clown ein Witz der Musiker erzählt.",9
1373,False,DNN,False,132,"Er hofft, dass dem Clown ein Witz der Musiker erzählt.",9
1374,False,AAN,False,132,"Er hofft, dass den Clown einen Witz der Musiker erzählt.",9
1375,False,AAD,False,132,"Er hofft, dass den Clown einen Witz dem Musiker erzählt.",9
1376,False,ANA,False,132,"Er hofft, dass den Clown ein Witz den Musiker erzählt.",9
1377,False,ADA,False,132,"Er hofft, dass den Clown einem Witz den Musiker erzählt.",9
1378,False,NAA,False,132,"Er hofft, dass der Clown einen Witz den Musiker erzählt.",9
1379,False,DAA,False,132,"Er hofft, dass dem Clown einen Witz den Musiker erzählt.",9
1380,False,DDN,False,132,"Er hofft, dass dem Clown einem Witz der Musiker erzählt.",9
1381,False,DDA,False,132,"Er hofft, dass dem Clown einem Witz den Musiker erzählt.",9
1382,False,DND,False,132,"Er hofft, dass dem Clown ein Witz dem Musiker erzählt.",9
1383,False,DAD,False,132,"Er hofft, dass dem Clown einen Witz dem Musiker erzählt.",9
1384,False,NDD,False,132,"Er hofft, dass der Clown einem Witz dem Musiker erzählt.",9
1385,False,ADD,False,132,"Er hofft, dass den Clown einem Witz dem Musiker erzählt.",9
1386,False,NNA,False,231,"Er hofft, dass der Musiker ein Witz den Clown erzählt.",9
1387,False,NND,False,231,"Er hofft, dass der Musiker ein Witz dem Clown erzählt.",9
1388,False,NAN,False,231,"Er hofft, dass der Musiker einen Witz der Clown erzählt.",9
1389,False,NDN,False,231,"Er hofft, dass der Musiker einem Witz der Clown erzählt.",9
1390,False,ANN,False,231,"Er hofft, dass den Musiker ein Witz der Clown erzählt.",9
1391,False,DNN,False,231,"Er hofft, dass dem Musiker ein Witz der Clown erzählt.",9
1392,False,AAN,False,231,"Er hofft, dass den Musiker einen Witz der Clown erzählt.",9
1393,False,AAD,False,231,"Er hofft, dass den Musiker einen Witz dem Clown erzählt.",9
1394,False,ANA,False,231,"Er hofft, dass den Musiker ein Witz den Clown erzählt.",9
1395,False,ADA,False,231,"Er hofft, dass den Musiker einem Witz den Clown erzählt.",9
1396,False,NAA,False,231,"Er hofft, dass der Musiker einen Witz den Clown erzählt.",9
1397,False,DAA,False,231,"Er hofft, dass dem Musiker einen Witz den Clown erzählt.",9
1398,False,DDN,False,231,"Er hofft, dass dem Musiker einem Witz der Clown erzählt.",9
1399,False,DDA,False,231,"Er hofft, dass dem Musiker einem Witz den Clown erzählt.",9
1400,False,DND,False,231,"Er hofft, dass dem Musiker ein Witz dem Clown erzählt.",9
1401,False,DAD,False,231,"Er hofft, dass dem Musiker einen Witz dem Clown erzählt.",9
1402,False,NDD,False,231,"Er hofft, dass der Musiker einem Witz dem Clown erzählt.",9
1403,False,ADD,False,231,"Er hofft, dass den Musiker einem Witz dem Clown erzählt.",9
1404,False,NNA,False,312,"Er hofft, dass ein Witz der Clown den Musiker erzählt.",9
1405,False,NND,False,312,"Er hofft, dass ein Witz der Clown dem Musiker erzählt.",9
1406,False,NAN,False,312,"Er hofft, dass ein Witz den Clown der Musiker erzählt.",9
1407,False,NDN,False,312,"Er hofft, dass ein Witz dem Clown der Musiker erzählt.",9
1408,False,ANN,False,312,"Er hofft, dass einen Witz der Clown der Musiker erzählt.",9
1409,False,DNN,False,312,"Er hofft, dass einem Witz der Clown der Musiker erzählt.",9
1410,False,AAN,False,312,"Er hofft, dass einen Witz den Clown der Musiker erzählt.",9
1411,False,AAD,False,312,"Er hofft, dass einen Witz den Clown dem Musiker erzählt.",9
1412,False,ANA,False,312,"Er hofft, dass einen Witz der Clown den Musiker erzählt.",9
1413,False,ADA,False,312,"Er hofft, dass einen Witz dem Clown den Musiker erzählt.",9
1414,False,NAA,False,312,"Er hofft, dass ein Witz den Clown den Musiker erzählt.",9
1415,False,DAA,False,312,"Er hofft, dass einem Witz den Clown den Musiker erzählt.",9
1416,False,DDN,False,312,"Er hofft, dass einem Witz dem Clown der Musiker erzählt.",9
1417,False,DDA,False,312,"Er hofft, dass einem Witz dem Clown den Musiker erzählt.",9
1418,False,DND,False,312,"Er hofft, dass einem Witz der Clown dem Musiker erzählt.",9
1419,False,DAD,False,312,"Er hofft, dass einem Witz den Clown dem Musiker erzählt.",9
1420,False,NDD,False,312,"Er hofft, dass ein Witz dem Clown dem Musiker erzählt.",9
1421,False,ADD,False,312,"Er hofft, dass einen Witz dem Clown dem Musiker erzählt.",9
1422,False,NNA,False,321,"Er hofft, dass ein Witz der Musiker den Clown erzählt.",9
1423,False,NND,False,321,"Er hofft, dass ein Witz der Musiker dem Clown erzählt.",9
1424,False,NAN,False,321,"Er hofft, dass ein Witz den Musiker der Clown erzählt.",9
1425,False,NDN,False,321,"Er hofft, dass ein Witz dem Musiker der Clown erzählt.",9
1426,False,ANN,False,321,"Er hofft, dass einen Witz der Musiker der Clown erzählt.",9
1427,False,DNN,False,321,"Er hofft, dass einem Witz der Musiker der Clown erzählt.",9
1428,False,AAN,False,321,"Er hofft, dass einen Witz den Musiker der Clown erzählt.",9
1429,False,AAD,False,321,"Er hofft, dass einen Witz den Musiker dem Clown erzählt.",9
1430,False,ANA,False,321,"Er hofft, dass einen Witz der Musiker den Clown erzählt.",9
1431,False,ADA,False,321,"Er hofft, dass einen Witz dem Musiker den Clown erzählt.",9
1432,False,NAA,False,321,"Er hofft, dass ein Witz den Musiker den Clown erzählt.",9
1433,False,DAA,False,321,"Er hofft, dass einem Witz den Musiker den Clown erzählt.",9
1434,False,DDN,False,321,"Er hofft, dass einem Witz dem Musiker der Clown erzählt.",9
1435,False,DDA,False,321,"Er hofft, dass einem Witz dem Musiker den Clown erzählt.",9
1436,False,DND,False,321,"Er hofft, dass einem Witz der Musiker dem Clown erzählt.",9
1437,False,DAD,False,321,"Er hofft, dass einem Witz den Musiker dem Clown erzählt.",9
1438,False,NDD,False,321,"Er hofft, dass ein Witz dem Musiker dem Clown erzählt.",9
1439,False,ADD,False,321,"Er hofft, dass einen Witz dem Musiker dem Clown erzählt.",9
1440,False,NDA,True,123,"Sicher ist, dass der Bürgermeister dem Politiker den Erfolg garantiert.",10
1441,False,NAD,True,123,"Sicher ist, dass der Bürgermeister den Politiker dem Erfolg garantiert.",10
1442,False,DNA,True,123,"Sicher ist, dass dem Bürgermeister der Politiker den Erfolg garantiert.",10
1443,False,DAN,True,123,"Sicher ist, dass dem Bürgermeister den Politiker der Erfolg garantiert.",10
1444,False,AND,True,123,"Sicher ist, dass den Bürgermeister der Politiker dem Erfolg garantiert.",10
1445,False,ADN,True,123,"Sicher ist, dass den Bürgermeister dem Politiker der Erfolg garantiert.",10
1446,False,NDA,True,213,"Sicher ist, dass der Politiker dem Bürgermeister den Erfolg garantiert.",10
1447,False,NAD,True,213,"Sicher ist, dass der Politiker den Bürgermeister dem Erfolg garantiert.",10
1448,False,DNA,True,213,"Sicher ist, dass dem Politiker der Bürgermeister den Erfolg garantiert.",10
1449,False,DAN,True,213,"Sicher ist, dass dem Politiker den Bürgermeister der Erfolg garantiert.",10
1450,False,AND,True,213,"Sicher ist, dass den Politiker der Bürgermeister dem Erfolg garantiert.",10
1451,False,ADN,True,213,"Sicher ist, dass den Politiker dem Bürgermeister der Erfolg garantiert.",10
1452,False,NDA,True,132,"Sicher ist, dass der Bürgermeister dem Erfolg den Politiker garantiert.",10
1453,False,NAD,True,132,"Sicher ist, dass der Bürgermeister den Erfolg dem Politiker garantiert.",10
1454,False,DNA,True,132,"Sicher ist, dass dem Bürgermeister der Erfolg den Politiker garantiert.",10
1455,False,DAN,True,132,"Sicher ist, dass dem Bürgermeister den Erfolg der Politiker garantiert.",10
1456,False,AND,True,132,"Sicher ist, dass den Bürgermeister der Erfolg dem Politiker garantiert.",10
1457,False,ADN,True,132,"Sicher ist, dass den Bürgermeister dem Erfolg der Politiker garantiert.",10
1458,False,NDA,True,231,"Sicher ist, dass der Politiker dem Erfolg den Bürgermeister garantiert.",10
1459,False,NAD,True,231,"Sicher ist, dass der Politiker den Erfolg dem Bürgermeister garantiert.",10
1460,False,DNA,True,231,"Sicher ist, dass dem Politiker der Erfolg den Bürgermeister garantiert.",10
1461,False,DAN,True,231,"Sicher ist, dass dem Politiker den Erfolg der Bürgermeister garantiert.",10
1462,False,AND,True,231,"Sicher ist, dass den Politiker der Erfolg dem Bürgermeister garantiert.",10
1463,False,ADN,True,231,"Sicher ist, dass den Politiker dem Erfolg der Bürgermeister garantiert.",10
1464,False,NDA,True,312,"Sicher ist, dass der Erfolg dem Bürgermeister den Politiker garantiert.",10
1465,False,NAD,True,312,"Sicher ist, dass der Erfolg den Bürgermeister dem Politiker garantiert.",10
1466,False,DNA,True,312,"Sicher ist, dass dem Erfolg der Bürgermeister den Politiker garantiert.",10
1467,False,DAN,True,312,"Sicher ist, dass dem Erfolg den Bürgermeister der Politiker garantiert.",10
1468,False,AND,True,312,"Sicher ist, dass den Erfolg der Bürgermeister dem Politiker garantiert.",10
1469,False,ADN,True,312,"Sicher ist, dass den Erfolg dem Bürgermeister der Politiker garantiert.",10
1470,False,NDA,True,321,"Sicher ist, dass der Erfolg dem Politiker den Bürgermeister garantiert.",10
1471,False,NAD,True,321,"Sicher ist, dass der Erfolg den Politiker dem Bürgermeister garantiert.",10
1472,False,DNA,True,321,"Sicher ist, dass dem Erfolg der Politiker den Bürgermeister garantiert.",10
1473,False,DAN,True,321,"Sicher ist, dass dem Erfolg den Politiker der Bürgermeister garantiert.",10
1474,False,AND,True,321,"Sicher ist, dass den Erfolg der Politiker dem Bürgermeister garantiert.",10
1475,False,ADN,True,321,"Sicher ist, dass den Erfolg dem Politiker der Bürgermeister garantiert.",10
1476,False,NNA,False,123,"Sicher ist, dass der Bürgermeister der Politiker den Erfolg garantiert.",10
1477,False,NND,False,123,"Sicher ist, dass der Bürgermeister der Politiker dem Erfolg garantiert.",10
1478,False,NAN,False,123,"Sicher ist, dass der Bürgermeister den Politiker der Erfolg garantiert.",10
1479,False,NDN,False,123,"Sicher ist, dass der Bürgermeister dem Politiker der Erfolg garantiert.",10
1480,False,ANN,False,123,"Sicher ist, dass den Bürgermeister der Politiker der Erfolg garantiert.",10
1481,False,DNN,False,123,"Sicher ist, dass dem Bürgermeister der Politiker der Erfolg garantiert.",10
1482,False,AAN,False,123,"Sicher ist, dass den Bürgermeister den Politiker der Erfolg garantiert.",10
1483,False,AAD,False,123,"Sicher ist, dass den Bürgermeister den Politiker dem Erfolg garantiert.",10
1484,False,ANA,False,123,"Sicher ist, dass den Bürgermeister der Politiker den Erfolg garantiert.",10
1485,False,ADA,False,123,"Sicher ist, dass den Bürgermeister dem Politiker den Erfolg garantiert.",10
1486,False,NAA,False,123,"Sicher ist, dass der Bürgermeister den Politiker den Erfolg garantiert.",10
1487,False,DAA,False,123,"Sicher ist, dass dem Bürgermeister den Politiker den Erfolg garantiert.",10
1488,False,DDN,False,123,"Sicher ist, dass dem Bürgermeister dem Politiker der Erfolg garantiert.",10
1489,False,DDA,False,123,"Sicher ist, dass dem Bürgermeister dem Politiker den Erfolg garantiert.",10
1490,False,DND,False,123,"Sicher ist, dass dem Bürgermeister der Politiker dem Erfolg garantiert.",10
1491,False,DAD,False,123,"Sicher ist, dass dem Bürgermeister den Politiker dem Erfolg garantiert.",10
1492,False,NDD,False,123,"Sicher ist, dass der Bürgermeister dem Politiker dem Erfolg garantiert.",10
1493,False,ADD,False,123,"Sicher ist, dass den Bürgermeister dem Politiker dem Erfolg garantiert.",10
1494,False,NNA,False,213,"Sicher ist, dass der Politiker der Bürgermeister den Erfolg garantiert.",10
1495,False,NND,False,213,"Sicher ist, dass der Politiker der Bürgermeister dem Erfolg garantiert.",10
1496,False,NAN,False,213,"Sicher ist, dass der Politiker den Bürgermeister der Erfolg garantiert.",10
1497,False,NDN,False,213,"Sicher ist, dass der Politiker dem Bürgermeister der Erfolg garantiert.",10
1498,False,ANN,False,213,"Sicher ist, dass den Politiker der Bürgermeister der Erfolg garantiert.",10
1499,False,DNN,False,213,"Sicher ist, dass dem Politiker der Bürgermeister der Erfolg garantiert.",10
1500,False,AAN,False,213,"Sicher ist, dass den Politiker den Bürgermeister der Erfolg garantiert.",10
1501,False,AAD,False,213,"Sicher ist, dass den Politiker den Bürgermeister dem Erfolg garantiert.",10
1502,False,ANA,False,213,"Sicher ist, dass den Politiker der Bürgermeister den Erfolg garantiert.",10
1503,False,ADA,False,213,"Sicher ist, dass den Politiker dem Bürgermeister den Erfolg garantiert.",10
1504,False,NAA,False,213,"Sicher ist, dass der Politiker den Bürgermeister den Erfolg garantiert.",10
1505,False,DAA,False,213,"Sicher ist, dass dem Politiker den Bürgermeister den Erfolg garantiert.",10
1506,False,DDN,False,213,"Sicher ist, dass dem Politiker dem Bürgermeister der Erfolg garantiert.",10
1507,False,DDA,False,213,"Sicher ist, dass dem Politiker dem Bürgermeister den Erfolg garantiert.",10
1508,False,DND,False,213,"Sicher ist, dass dem Politiker der Bürgermeister dem Erfolg garantiert.",10
1509,False,DAD,False,213,"Sicher ist, dass dem Politiker den Bürgermeister dem Erfolg garantiert.",10
1510,False,NDD,False,213,"Sicher ist, dass der Politiker dem Bürgermeister dem Erfolg garantiert.",10
1511,False,ADD,False,213,"Sicher ist, dass den Politiker dem Bürgermeister dem Erfolg garantiert.",10
1512,False,NNA,False,132,"Sicher ist, dass der Bürgermeister der Erfolg den Politiker garantiert.",10
1513,False,NND,False,132,"Sicher ist, dass der Bürgermeister der Erfolg dem Politiker garantiert.",10
1514,False,NAN,False,132,"Sicher ist, dass der Bürgermeister den Erfolg der Politiker garantiert.",10
1515,False,NDN,False,132,"Sicher ist, dass der Bürgermeister dem Erfolg der Politiker garantiert.",10
1516,False,ANN,False,132,"Sicher ist, dass den Bürgermeister der Erfolg der Politiker garantiert.",10
1517,False,DNN,False,132,"Sicher ist, dass dem Bürgermeister der Erfolg der Politiker garantiert.",10
1518,False,AAN,False,132,"Sicher ist, dass den Bürgermeister den Erfolg der Politiker garantiert.",10
1519,False,AAD,False,132,"Sicher ist, dass den Bürgermeister den Erfolg dem Politiker garantiert.",10
1520,False,ANA,False,132,"Sicher ist, dass den Bürgermeister der Erfolg den Politiker garantiert.",10
1521,False,ADA,False,132,"Sicher ist, dass den Bürgermeister dem Erfolg den Politiker garantiert.",10
1522,False,NAA,False,132,"Sicher ist, dass der Bürgermeister den Erfolg den Politiker garantiert.",10
1523,False,DAA,False,132,"Sicher ist, dass dem Bürgermeister den Erfolg den Politiker garantiert.",10
1524,False,DDN,False,132,"Sicher ist, dass dem Bürgermeister dem Erfolg der Politiker garantiert.",10
1525,False,DDA,False,132,"Sicher ist, dass dem Bürgermeister dem Erfolg den Politiker garantiert.",10
1526,False,DND,False,132,"Sicher ist, dass dem Bürgermeister der Erfolg dem Politiker garantiert.",10
1527,False,DAD,False,132,"Sicher ist, dass dem Bürgermeister den Erfolg dem Politiker garantiert.",10
1528,False,NDD,False,132,"Sicher ist, dass der Bürgermeister dem Erfolg dem Politiker garantiert.",10
1529,False,ADD,False,132,"Sicher ist, dass den Bürgermeister dem Erfolg dem Politiker garantiert.",10
1530,False,NNA,False,231,"Sicher ist, dass der Politiker der Erfolg den Bürgermeister garantiert.",10
1531,False,NND,False,231,"Sicher ist, dass der Politiker der Erfolg dem Bürgermeister garantiert.",10
1532,False,NAN,False,231,"Sicher ist, dass der Politiker den Erfolg der Bürgermeister garantiert.",10
1533,False,NDN,False,231,"Sicher ist, dass der Politiker dem Erfolg der Bürgermeister garantiert.",10
1534,False,ANN,False,231,"Sicher ist, dass den Politiker der Erfolg der Bürgermeister garantiert.",10
1535,False,DNN,False,231,"Sicher ist, dass dem Politiker der Erfolg der Bürgermeister garantiert.",10
1536,False,AAN,False,231,"Sicher ist, dass den Politiker den Erfolg der Bürgermeister garantiert.",10
1537,False,AAD,False,231,"Sicher ist, dass den Politiker den Erfolg dem Bürgermeister garantiert.",10
1538,False,ANA,False,231,"Sicher ist, dass den Politiker der Erfolg den Bürgermeister garantiert.",10
1539,False,ADA,False,231,"Sicher ist, dass den Politiker dem Erfolg den Bürgermeister garantiert.",10
1540,False,NAA,False,231,"Sicher ist, dass der Politiker den Erfolg den Bürgermeister garantiert.",10
1541,False,DAA,False,231,"Sicher ist, dass dem Politiker den Erfolg den Bürgermeister garantiert.",10
1542,False,DDN,False,231,"Sicher ist, dass dem Politiker dem Erfolg der Bürgermeister garantiert.",10
1543,False,DDA,False,231,"Sicher ist, dass dem Politiker dem Erfolg den Bürgermeister garantiert.",10
1544,False,DND,False,231,"Sicher ist, dass dem Politiker der Erfolg dem Bürgermeister garantiert.",10
1545,False,DAD,False,231,"Sicher ist, dass dem Politiker den Erfolg dem Bürgermeister garantiert.",10
1546,False,NDD,False,231,"Sicher ist, dass der Politiker dem Erfolg dem Bürgermeister garantiert.",10
1547,False,ADD,False,231,"Sicher ist, dass den Politiker dem Erfolg dem Bürgermeister garantiert.",10
1548,False,NNA,False,312,"Sicher ist, dass der Erfolg der Bürgermeister den Politiker garantiert.",10
1549,False,NND,False,312,"Sicher ist, dass der Erfolg der Bürgermeister dem Politiker garantiert.",10
1550,False,NAN,False,312,"Sicher ist, dass der Erfolg den Bürgermeister der Politiker garantiert.",10
1551,False,NDN,False,312,"Sicher ist, dass der Erfolg dem Bürgermeister der Politiker garantiert.",10
1552,False,ANN,False,312,"Sicher ist, dass den Erfolg der Bürgermeister der Politiker garantiert.",10
1553,False,DNN,False,312,"Sicher ist, dass dem Erfolg der Bürgermeister der Politiker garantiert.",10
1554,False,AAN,False,312,"Sicher ist, dass den Erfolg den Bürgermeister der Politiker garantiert.",10
1555,False,AAD,False,312,"Sicher ist, dass den Erfolg den Bürgermeister dem Politiker garantiert.",10
1556,False,ANA,False,312,"Sicher ist, dass den Erfolg der Bürgermeister den Politiker garantiert.",10
1557,False,ADA,False,312,"Sicher ist, dass den Erfolg dem Bürgermeister den Politiker garantiert.",10
1558,False,NAA,False,312,"Sicher ist, dass der Erfolg den Bürgermeister den Politiker garantiert.",10
1559,False,DAA,False,312,"Sicher ist, dass dem Erfolg den Bürgermeister den Politiker garantiert.",10
1560,False,DDN,False,312,"Sicher ist, dass dem Erfolg dem Bürgermeister der Politiker garantiert.",10
1561,False,DDA,False,312,"Sicher ist, dass dem Erfolg dem Bürgermeister den Politiker garantiert.",10
1562,False,DND,False,312,"Sicher ist, dass dem Erfolg der Bürgermeister dem Politiker garantiert.",10
1563,False,DAD,False,312,"Sicher ist, dass dem Erfolg den Bürgermeister dem Politiker garantiert.",10
1564,False,NDD,False,312,"Sicher ist, dass der Erfolg dem Bürgermeister dem Politiker garantiert.",10
1565,False,ADD,False,312,"Sicher ist, dass den Erfolg dem Bürgermeister dem Politiker garantiert.",10
1566,False,NNA,False,321,"Sicher ist, dass der Erfolg der Politiker den Bürgermeister garantiert.",10
1567,False,NND,False,321,"Sicher ist, dass der Erfolg der Politiker dem Bürgermeister garantiert.",10
1568,False,NAN,False,321,"Sicher ist, dass der Erfolg den Politiker der Bürgermeister garantiert.",10
1569,False,NDN,False,321,"Sicher ist, dass der Erfolg dem Politiker der Bürgermeister garantiert.",10
1570,False,ANN,False,321,"Sicher ist, dass den Erfolg der Politiker der Bürgermeister garantiert.",10
1571,False,DNN,False,321,"Sicher ist, dass dem Erfolg der Politiker der Bürgermeister garantiert.",10
1572,False,AAN,False,321,"Sicher ist, dass den Erfolg den Politiker der Bürgermeister garantiert.",10
1573,False,AAD,False,321,"Sicher ist, dass den Erfolg den Politiker dem Bürgermeister garantiert.",10
1574,False,ANA,False,321,"Sicher ist, dass den Erfolg der Politiker den Bürgermeister garantiert.",10
1575,False,ADA,False,321,"Sicher ist, dass den Erfolg dem Politiker den Bürgermeister garantiert.",10
1576,False,NAA,False,321,"Sicher ist, dass der Erfolg den Politiker den Bürgermeister garantiert.",10
1577,False,DAA,False,321,"Sicher ist, dass dem Erfolg den Politiker den Bürgermeister garantiert.",10
1578,False,DDN,False,321,"Sicher ist, dass dem Erfolg dem Politiker der Bürgermeister garantiert.",10
1579,False,DDA,False,321,"Sicher ist, dass dem Erfolg dem Politiker den Bürgermeister garantiert.",10
1580,False,DND,False,321,"Sicher ist, dass dem Erfolg der Politiker dem Bürgermeister garantiert.",10
1581,False,DAD,False,321,"Sicher ist, dass dem Erfolg den Politiker dem Bürgermeister garantiert.",10
1582,False,NDD,False,321,"Sicher ist, dass der Erfolg dem Politiker dem Bürgermeister garantiert.",10
1583,False,ADD,False,321,"Sicher ist, dass den Erfolg dem Politiker dem Bürgermeister garantiert.",10
1584,False,NDA,True,123,"Ich wollte dir nur sagen, dass ein Mann dem Nachbarn den Schlüssel gab.",11
1585,False,NAD,True,123,"Ich wollte dir nur sagen, dass ein Mann den Nachbarn dem Schlüssel gab.",11
1586,False,DNA,True,123,"Ich wollte dir nur sagen, dass einem Mann der Nachbar den Schlüssel gab.",11
1587,False,DAN,True,123,"Ich wollte dir nur sagen, dass einem Mann den Nachbarn der Schlüssel gab.",11
1588,False,AND,True,123,"Ich wollte dir nur sagen, dass einen Mann der Nachbar dem Schlüssel gab.",11
1589,False,ADN,True,123,"Ich wollte dir nur sagen, dass einen Mann dem Nachbarn der Schlüssel gab.",11
1590,False,NDA,True,213,"Ich wollte dir nur sagen, dass der Nachbar einem Mann den Schlüssel gab.",11
1591,False,NAD,True,213,"Ich wollte dir nur sagen, dass der Nachbar einen Mann dem Schlüssel gab.",11
1592,False,DNA,True,213,"Ich wollte dir nur sagen, dass dem Nachbarn ein Mann den Schlüssel gab.",11
1593,False,DAN,True,213,"Ich wollte dir nur sagen, dass dem Nachbarn einen Mann der Schlüssel gab.",11
1594,False,AND,True,213,"Ich wollte dir nur sagen, dass den Nachbarn ein Mann dem Schlüssel gab.",11
1595,False,ADN,True,213,"Ich wollte dir nur sagen, dass den Nachbarn einem Mann der Schlüssel gab.",11
1596,False,NDA,True,132,"Ich wollte dir nur sagen, dass ein Mann dem Schlüssel den Nachbarn gab.",11
1597,False,NAD,True,132,"Ich wollte dir nur sagen, dass ein Mann den Schlüssel dem Nachbarn gab.",11
1598,False,DNA,True,132,"Ich wollte dir nur sagen, dass einem Mann der Schlüssel den Nachbarn gab.",11
1599,False,DAN,True,132,"Ich wollte dir nur sagen, dass einem Mann den Schlüssel der Nachbar gab.",11
1600,False,AND,True,132,"Ich wollte dir nur sagen, dass einen Mann der Schlüssel dem Nachbarn gab.",11
1601,False,ADN,True,132,"Ich wollte dir nur sagen, dass einen Mann dem Schlüssel der Nachbar gab.",11
1602,False,NDA,True,231,"Ich wollte dir nur sagen, dass der Nachbar dem Schlüssel einen Mann gab.",11
1603,False,NAD,True,231,"Ich wollte dir nur sagen, dass der Nachbar den Schlüssel einem Mann gab.",11
1604,False,DNA,True,231,"Ich wollte dir nur sagen, dass dem Nachbarn der Schlüssel einen Mann gab.",11
1605,False,DAN,True,231,"Ich wollte dir nur sagen, dass dem Nachbarn den Schlüssel ein Mann gab.",11
1606,False,AND,True,231,"Ich wollte dir nur sagen, dass den Nachbarn der Schlüssel einem Mann gab.",11
1607,False,ADN,True,231,"Ich wollte dir nur sagen, dass den Nachbarn dem Schlüssel ein Mann gab.",11
1608,False,NDA,True,312,"Ich wollte dir nur sagen, dass der Schlüssel einem Mann den Nachbarn gab.",11
1609,False,NAD,True,312,"Ich wollte dir nur sagen, dass der Schlüssel einen Mann dem Nachbarn gab.",11
1610,False,DNA,True,312,"Ich wollte dir nur sagen, dass dem Schlüssel ein Mann den Nachbarn gab.",11
1611,False,DAN,True,312,"Ich wollte dir nur sagen, dass dem Schlüssel einen Mann der Nachbar gab.",11
1612,False,AND,True,312,"Ich wollte dir nur sagen, dass den Schlüssel ein Mann dem Nachbarn gab.",11
1613,False,ADN,True,312,"Ich wollte dir nur sagen, dass den Schlüssel einem Mann der Nachbar gab.",11
1614,False,NDA,True,321,"Ich wollte dir nur sagen, dass der Schlüssel dem Nachbarn einen Mann gab.",11
1615,False,NAD,True,321,"Ich wollte dir nur sagen, dass der Schlüssel den Nachbarn einem Mann gab.",11
1616,False,DNA,True,321,"Ich wollte dir nur sagen, dass dem Schlüssel der Nachbar einen Mann gab.",11
1617,False,DAN,True,321,"Ich wollte dir nur sagen, dass dem Schlüssel den Nachbarn ein Mann gab.",11
1618,False,AND,True,321,"Ich wollte dir nur sagen, dass den Schlüssel der Nachbar einem Mann gab.",11
1619,False,ADN,True,321,"Ich wollte dir nur sagen, dass den Schlüssel dem Nachbarn ein Mann gab.",11
1620,False,NNA,False,123,"Ich wollte dir nur sagen, dass ein Mann der Nachbar den Schlüssel gab.",11
1621,False,NND,False,123,"Ich wollte dir nur sagen, dass ein Mann der Nachbar dem Schlüssel gab.",11
1622,False,NAN,False,123,"Ich wollte dir nur sagen, dass ein Mann den Nachbarn der Schlüssel gab.",11
1623,False,NDN,False,123,"Ich wollte dir nur sagen, dass ein Mann dem Nachbarn der Schlüssel gab.",11
1624,False,ANN,False,123,"Ich wollte dir nur sagen, dass einen Mann der Nachbar der Schlüssel gab.",11
1625,False,DNN,False,123,"Ich wollte dir nur sagen, dass einem Mann der Nachbar der Schlüssel gab.",11
1626,False,AAN,False,123,"Ich wollte dir nur sagen, dass einen Mann den Nachbarn der Schlüssel gab.",11
1627,False,AAD,False,123,"Ich wollte dir nur sagen, dass einen Mann den Nachbarn dem Schlüssel gab.",11
1628,False,ANA,False,123,"Ich wollte dir nur sagen, dass einen Mann der Nachbar den Schlüssel gab.",11
1629,False,ADA,False,123,"Ich wollte dir nur sagen, dass einen Mann dem Nachbarn den Schlüssel gab.",11
1630,False,NAA,False,123,"Ich wollte dir nur sagen, dass ein Mann den Nachbarn den Schlüssel gab.",11
1631,False,DAA,False,123,"Ich wollte dir nur sagen, dass einem Mann den Nachbarn den Schlüssel gab.",11
1632,False,DDN,False,123,"Ich wollte dir nur sagen, dass einem Mann dem Nachbarn der Schlüssel gab.",11
1633,False,DDA,False,123,"Ich wollte dir nur sagen, dass einem Mann dem Nachbarn den Schlüssel gab.",11
1634,False,DND,False,123,"Ich wollte dir nur sagen, dass einem Mann der Nachbar dem Schlüssel gab.",11
1635,False,DAD,False,123,"Ich wollte dir nur sagen, dass einem Mann den Nachbarn dem Schlüssel gab.",11
1636,False,NDD,False,123,"Ich wollte dir nur sagen, dass ein Mann dem Nachbarn dem Schlüssel gab.",11
1637,False,ADD,False,123,"Ich wollte dir nur sagen, dass einen Mann dem Nachbarn dem Schlüssel gab.",11
1638,False,NNA,False,213,"Ich wollte dir nur sagen, dass der Nachbar ein Mann den Schlüssel gab.",11
1639,False,NND,False,213,"Ich wollte dir nur sagen, dass der Nachbar ein Mann dem Schlüssel gab.",11
1640,False,NAN,False,213,"Ich wollte dir nur sagen, dass der Nachbar einen Mann der Schlüssel gab.",11
1641,False,NDN,False,213,"Ich wollte dir nur sagen, dass der Nachbar einem Mann der Schlüssel gab.",11
1642,False,ANN,False,213,"Ich wollte dir nur sagen, dass den Nachbarn ein Mann der Schlüssel gab.",11
1643,False,DNN,False,213,"Ich wollte dir nur sagen, dass dem Nachbarn ein Mann der Schlüssel gab.",11
1644,False,AAN,False,213,"Ich wollte dir nur sagen, dass den Nachbarn einen Mann der Schlüssel gab.",11
